text,og_label,LABEL
"I'm shedding hair, and the texture of my hair has changed significantly. My dry, itchy scalp and dandruff are becoming worse. My skin is also becoming pretty dry.",drug reaction,Allergic/Immunologic Reactions
"I no longer want to have sex, and it's difficult for me to do so. I regularly have brain fog and a sense of confusion.",drug reaction,Allergic/Immunologic Reactions
"My monthly cycle has changed, and I've had an unexpected vaginal discharge. I occasionally lose my temper, and my moods change a lot.",drug reaction,Allergic/Immunologic Reactions
I've gained a lot of weight and am currently quite fat. I have many inclinations and cravings.,drug reaction,Allergic/Immunologic Reactions
I have awful mental clarity and have trouble focusing. I frequently forget things and struggle with memory.,drug reaction,Allergic/Immunologic Reactions
"My tongue also changes in taste and scent, leaving a metallic aftertaste. can have excruciating joint and muscle pain",drug reaction,Allergic/Immunologic Reactions
"I have headaches and migraines, and I have been having difficulties sleeping. I've been shaking and shivering all over. Sometimes I become lightheaded.",drug reaction,Allergic/Immunologic Reactions
"When I have a temperature, I feel pretty nauseous and lightheaded. My heart is pounding, and my mind is absolutely foggy. Everything feels a little hazy to me, and I'm having difficulties thinking clearly.",drug reaction,Allergic/Immunologic Reactions
"My rashes occasionally cause my skin to start to fall off. I'm more likely to get ill as a result. My hands occasionally start to tremble, and I start to shake.",drug reaction,Allergic/Immunologic Reactions
"Chest pain and severe nausea are present. Recently, my chest has been hurting. I tremble a lot and am quite anxious.",drug reaction,Allergic/Immunologic Reactions
"My entire body itches, and I have rashes on my back and chest. Sometimes my skin might be dry and flaky, which often results in body stains.",drug reaction,Allergic/Immunologic Reactions
"I have a burning sensation in my upper abdomen, ofetn between or at night. I have heartburn and indigestion and often feel very nauseous",peptic ulcer disease,Gastrointestinal Conditions
I have bloating and a feeling of uneasiness. I have been experiencing weight loss and a loss of appetite. Sometimes I have dark and tarry stools and blood in my vomit,peptic ulcer disease,Gastrointestinal Conditions
I have difficulty swallowing food and often get a sensation of the food getting stuck in my throat. I have constant belching and bloating. There is a persitent sour taste in my mouth,peptic ulcer disease,Gastrointestinal Conditions
I have been having bloody stools which has resulted in bloos loss and loss of iron. Thiis has caused me anemia and I feel very weak in general,peptic ulcer disease,Gastrointestinal Conditions
"I have persistant, gnawing hunger and apetite. Sometimes I get abdominal cramps and spasms. There is bloating and gas after eating which causes me a great deal of uneasiness",peptic ulcer disease,Gastrointestinal Conditions
"I have changes in my bowel movements, such as constipation and diarrhea. I have a loss of appetite and energy and often feel very fatigued",peptic ulcer disease,Gastrointestinal Conditions
I have abdominal pain and it gets only worse if I bend over or lie down. I feel discomfort when I eat certain foods such as spicy or acidic food. Sometimes I get loose stools because of this,peptic ulcer disease,Gastrointestinal Conditions
I have difficulty sleeping due to abdominal pain or discomfort. I have a loss of appetite and feel fatigued after going to the bathroom. I feel very tited all the time,peptic ulcer disease,Gastrointestinal Conditions
I have a sour acidic taste in my mouth. I have frequent belching and burping. I have a feeling of pressure or fullness in my upper abdomen that last for a few hours,peptic ulcer disease,Gastrointestinal Conditions
I have unintended weight loss and difficulty gaining weight. I have pain and discomfort that is relieved by taking antacids. My mouth tastes very bad,peptic ulcer disease,Gastrointestinal Conditions
"Occasionally throughout the day or at night, I have burning in my upper abdomen. I get indigestion, heartburn, and frequent bouts of extreme nausea.",peptic ulcer disease,Gastrointestinal Conditions
"Bloating and unease are both present in me. I've been losing weight and losing interest in food. I occasionally get tarry, black stools and vomit that contains blood.",peptic ulcer disease,Gastrointestinal Conditions
"I have trouble swallowing, and I frequently feel like food is getting stuck in my throat. I feel bloated and belch constantly. I always get a sour taste in my mouth.",peptic ulcer disease,Gastrointestinal Conditions
"My bloody stools have caused me to lose iron and bloos, among other things. I now have anaemia from this, and I generally feel quite weak.",peptic ulcer disease,Gastrointestinal Conditions
"My hunger and appetite are persistent and ravenous. Periodically, my stomach may cramp and spasm. After eating, I have bloating and gas, which makes me quite uncomfortable.",peptic ulcer disease,Gastrointestinal Conditions
"My bowel motions have changed; they've been constipated and diarrhoeal. I lack energy, appetite, and frequently feel really exhausted.",peptic ulcer disease,Gastrointestinal Conditions
"I have stomach ache, and bending over or lying down just makes it worse. When I consume certain meals, such as spicy or acidic cuisine, I have discomfort. This sometimes causes me to have loose stools.",peptic ulcer disease,Gastrointestinal Conditions
"I have trouble falling or staying asleep because of stomach ache. After using the restroom, I feel drained and lose my appetite. I constantly feel really anxious.",peptic ulcer disease,Gastrointestinal Conditions
"My mouth is filled with a sour, acidic flavour. My burping and belching are frequent. For a few hours, I get pressure or fullness in my upper belly.",peptic ulcer disease,Gastrointestinal Conditions
I lose weight unintentionally and find it challenging to acquire weight. I use antacids to ease the pain and discomfort I experience. My mouth feels horrible.,peptic ulcer disease,Gastrointestinal Conditions
"I occasionally have burning in my upper abdomen throughout the day or at night. I get heartburn, indigestion, and regular episodes of severe nausea.",peptic ulcer disease,Gastrointestinal Conditions
"I feel bloated and uneasy at the same time. I've been losing weight, and I no longer like eating. I occasionally get bloody vomit and dark, tarry stools.",peptic ulcer disease,Gastrointestinal Conditions
